fk_sucursal	distribuidor_id	sucursal	direccion_sucursal	coordenadas	latitud	longitud	activo
1811	568	VALDEZ BALUARTE SUCURSAL 97 HERMOSILLO	Av Aquiles Serdán 134, Centro, 83000 Hermosillo, Son.	29°04'38.2"N 110°57'16.7"W	29.0770642	-110.9549531	1
1813	568	VALDEZ BALUARTE SUCURSAL 60 PUEBLO YAQUI	Calle Emiliano Zapata, Pueblo Yaqui, Cajeme, Sonora, 85200, México	27.3542201,-110.0370825	27.3542201	-110.0370825	1
1815	568	VALDEZ BALUARTE SUCURSAL 78 OBREGON	Blvd. Rodolfo Elías Calles 1733 Pte, Prados del Tepeyac, 85150 Cdad. Obregón, Son.	27°28'56.8"N 109°57'35.0"W	27.4799000	-109.9580000	1
1816	568	VALDEZ BALUARTE SUCURSAL 81 EMPLAME	Miguel Hidalgo Y Costilla 41, Moderna, 85330 Empalme, Son.	27°57'27.7"N 110°48'54.6"W	27.9584259	-110.8148388	1
1818	568	VALDEZ BALUARTE SUCURSAL 96 OBREGON	C. Michoacán 4202, Franja Comercial 300, 85180 Cdad. Obregón, Son.	27°27'48.6"N 109°57'15.5"W	27.4645000	-109.9340000	1
1824	568	VALDEZ BALUARTE SUCURSAL 45 ALAMOS	Calle General Antonio Rosales, Álamos, Sonora, 85767, México	27.023542,-108.9337683	27.0235420	-108.9337683	1
1827	662	ITALIKA REFUGIO	Calle Hidalgo, El Refugio, Ciudad Fernández, San Luis Potosí, 79660, México	21.932775121683534, -100.04792703291828	21.9327751	-100.0479270	1
1828	662	ITALIKA VICTORIA	Boulevard Adolfo López Mateos, Ciudad Victoria, Victoria, Tamaulipas, 87020, México	23.753550658164396, -99.15050446170105	23.7535507	-99.1505045	1
1829	662	VENTO RIO VERDE	Boulevard Carlos Jonguitud Barrios, Rioverde, San Luis Potosí, 79610, México	21.92678602636017, -100.00332930039774	21.9267860	-100.0033293	1
1830	662	VENTO MATEHUALA	Avenida Miguel Hidalgo, Matehuala, San Luis Potosí, 78722, México	23.652908522444122, -100.6434204329653	23.6529085	-100.6434204	1
1831	662	VENTO VALLES	Farmacias Similares, 717, Boulevard México-Laredo, Colonia Obrera, Ciudad Valles, San Luis Potosí, 79050, México	21.982376958659536, -99.00678023108235	21.9823770	-99.0067802	1
1832	662	VENTO TAMAZUCHALE	Carretera Federal México-Laredo, Colonia Nezahualcoyotl, Tamazunchale, San Luis Potosí, 79960, México	21.264425399367152, -98.79618726951931	21.2644254	-98.7961873	1
1833	662	TECNO CERRITOS	Cerritos, San Luis Potosí, 79447, México	22.42998385732316, -100.2839966041664	22.4299839	-100.2839966	1
1834	662	TECNO AXTLA	Calle José María Morelos, Axtla de Terrazas, San Luis Potosí, 79930, México	21.43569321454145, -98.8750121753592	21.4356932	-98.8750122	1
1835	662	TECNO MAIZ	Ciudad del Maíz, San Luis Potosí, México	22.402421543207875, -99.60496231950944	22.4024215	-99.6049623	1
1836	662	BAJAJ MATEHUALA	Calle Matamoros, Cedral, San Luis Potosí, México	23.81487283930793, -100.72001953286365	23.8148728	-100.7200195	1
1837	549	181 VENTO TEQUISQUIAPAN	Calle Ficus, Tequisquiapan, Querétaro, 76776, México	20.52899502614603, -99.89777277528516	20.5289950	-99.8977728	1
1838	549	172 VENTO LA ESTACION LERMA	Clínica IMSS UMF 223 Lerma, Calle Ricardo Flores Magón, Lerma De Villada, Lerma, Estado de México, 52004, México	19.286136936686784, -99.51588889088183	19.2861369	-99.5158889	1
1840	891	TVS ITURBIDE	Libramiento, Loma De Guadalupe 2a Secc, San José Iturbide, Guanajuato, 37984, México	20.993857963619586, -100.37543343109493	20.9938580	-100.3754334	1
1843	1028	ITALIKA GUADALAJARA	1102, Calle Héroes Ferrocarrileros, Guadalajara, Región Centro, Jalisco, 44460, México	20.655879363890495, -103.34333667554007	20.6558794	-103.3433367	1
1844	981	MOTO STIKER	Revolución, José Cardel, La Antigua, Veracruz, 91680, México	19.36793599381373, -96.37332410623524	19.3679360	-96.3733241	1
1846	956	MOTOS EL YAQUI	puente el yaqui, El Molinito, Memetla, Ciudad de México, Cuajimalpa de Morelos, Ciudad de México, 05310, México	19.36233264449708, -99.28673030551428	19.3623326	-99.2867303	1
1847	951	MOTORAMA TORREON	Calle Chalcas, Torreón, Coahuila, 27010, México	25.554511687704025, -103.4285823	25.5545117	-103.4285823	1
1849	624	BAJAJ MAGDALENA CONTRERAS	791, Avenida México, Colonia Residencial Santa Teresa, Colonia San Jerónimo Aculco, Ciudad de México, La Magdalena Contreras, Ciudad de México, 10740, México	19.3113809503631, -99.22553841719844	19.3113810	-99.2255384	1
1850	550	DINAMO ZAPOPAN	382, Avenida Hidalgo, República, Zapopan, Región Centro, Jalisco, 45101, México	20.722654079707, -103.39483024855319	20.7226541	-103.3948302	1
1851	550	DINAMO PUEBLA 31 PONIENTE	AV 31 PONIENTE	NULL	19.0267528	-98.1822571	1
1852	550	DINAMO PUEBLA SAN PEDRO	Blvd. Norte	NULL	19.0680800	-98.2100300	1
1853	550	DINAMO VERACRUZ	Calle Vasco de Gama, Nueva Era, Boca del Río, Veracruz, 91916, México	19.1617527,-96.1310293	19.1617527	-96.1310293	1
1854	550	DINAMO TOLUCA	Avenida 5 de Mayo, Toluca, Estado de México, 50150, México	19.28236337560066, -99.64277041764565	19.2823634	-99.6427704	1
1855	553	BAJAJ ACAYUCAN	Calle Álvaro Obregón, Acayucan, Veracruz, 96070, México	17.9399873,-94.9120692	17.9399873	-94.9120692	1
1856	549	VENTO ZACATELCO	Avenida Benito Juárez Poniente, Zacatelco, Tlaxcala, 90740, México	19.2167219,-98.2402853	19.2167219	-98.2402853	1
1857	865	XPRESS MOTOS SAN PEDRO	Avenida Lerdo de Tejada, San Pedro de las Colonias, San Pedro, Coahuila, 27800, México	25.755403491745906, -102.98261297301477	25.7554035	-102.9826130	1
1858	1061	XPRESS MOTOS MATAMOROS	Av. Pedro Cárdenas 1801, Col. Expofiesta Norte, Matamoros, Tamaulipas, C.P. 87396	NULL	25.5294181	-103.2292908	1
1859	550	DINAMO VILLAHERMOSA ATASTA	Calle Buena Vista, Colonia Atasta de Serra, Villahermosa, Centro, Tabasco, 86100, México	17.985233304637628, -92.94691652175739	17.9852333	-92.9469165	1
1861	550	DINAMO TLANEPANTLA	Avenida Via Gustavo Baz, Tlalnepantla, Tlalnepantla de Baz, Estado de México, 54060, México	19.529963390160614, -99.20781177667293	19.5299634	-99.2078118	1
1863	550	DINAMO XALAPA	Boulevard Adolfo Ruiz Cortines, Venustiano Carranza, Represa del Carmen, Xalapa-Enríquez, Xalapa, Veracruz, 91026, México	19.533967893544236, -96.9383944693191	19.5339679	-96.9383945	1
1864	692	BAJAJ CHAPALA	Calle San Luis, San Antonio Tlayacapan, Chapala, Región Ciénega, Jalisco, 45915, México	20.2926505,-103.2216141,17	20.2926505	-103.2216141	1
1865	692	BAJAJ SANTA FE TLAJOMULCO	Lomas de San Agustín, San Agustín, Tlajomulco de Zúñiga, Región Centro, Jalisco, 45646, México	20.5018687,-103.4685197,13	20.5018687	-103.4685197	1
1871	692	TVS OCOTLAN	Reforma, Ocotlán, Región Ciénega, Jalisco, 47850, México	20.3489333,-102.7779086,17	20.3489333	-102.7779086	1
1872	692	VENTO COLIMA	Escobedo, Tlajomulco, Tlajomulco de Zúñiga, Región Centro, Jalisco, 45640, México	20.4703159,-103.4433269,17	20.4703159	-103.4433269	1
1873	692	VENTO MANZANILLO	Cinco, Barrio V Valle de las Garzas, Viveros Pelayo, Manzanillo, Colima, 28200, México	19.1075915,-104.317807,17	19.1075915	-104.3178070	1
1874	595	NOVAMOTOS VALLE DE BRAVO	Del Salitre, Sta MaríaAhuacatlán, Valle de Bravo, Estado de México, 51200, México	19.189991122884056, -100.12938799999999	19.1899911	-100.1293880	1
1875	550	DINAMO MERIDA  ITZAES	Avenida Itzaes, Col. Inalámbrica, Distrito 1, Mérida, Yucatán, 97069, México	20.98020368024904, -89.63971763888436	20.9802037	-89.6397176	1
1876	936	MOTOCENTRO GUERRERO	Calle Alhóndiga, Charcas, San Luis Potosí, 78595, México	23.12948878480325, -101.11247952312561	23.1294888	-101.1124795	1
1877	630	JAVA MOTORS	Calle Libramiento Oriente Tejupilco-Amatepec, Col. Juntas de Zacatepec (El Pedregal Segunda Manzana), Tejupilco, Estado de México, 51400, México	18.883050980717087, -100.14130924197212	18.8830510	-100.1413092	1
1880	549	VENTO AGUASCALIENTES NORTE	Av. de la Convención de 1914 Nte. 900-822, Circunvalación Nte., 20020 Aguascalientes, Ags.	21.898518  -102.299541	21.8985180	-102.2995410	1
1882	549	VENTO AGUASCALIENTES PLAZA SHARASU	Plaza Sharazu, Avenida Aguascalientes Poniente, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20210, México	21.859805, -102.316234	21.8598050	-102.3162340	1
1883	802	GUADALUPE JIMENEZ MADRIGAL	Avenida Dueñas, Jalpa de Méndez, Tabasco, 86200, México	18.176466729554395, -93.05578169067847	18.1764667	-93.0557817	1
1885	893	MOTO PLUS	NULL	NULL	NULL	NULL	1
1886	691	CF MOTO ESTADIO	Zurumbeneo, Charo, Michoacán, México	19.7066439,-101,2373440	19.7066439	-101.0000000	1
1887	549	VENTO IXTAPALUCA	Carr. Federal México-Puebla 15, Centro, 56530 Ixtapaluca, Méx.	(19.3148650, -98.8812842)	19.3148650	-98.8812842	1
1891	847	FERREMOBI HIGAREDA	Benito Juárez 6, centro, 59980 Tingüindín, Mich.	19,7396510,-102.4828995	19.7397469	-102.4829375	1
1894	577	TVS MOTOS XALAPA	Avenida 20 de Noviembre, Ingeniero Rivadeneyra, Xalapa-Enríquez, Xalapa, Veracruz, 91065, México	19.52530817669759, -96.90487610255634	19.5253082	-96.9048761	1
1895	1078	SUCURSAL PRUEBA	NULL	NULL	NULL	NULL	1
1896	727	MOTOS ZAPOPAN	4948, Avenida Ignacio L. Vallarta, Prados Vallarta, Zapopan, Región Centro, Jalisco, 45027, México	20.678990039557995, -103.41995877116364	20.6789900	-103.4199588	1
1897	993	BAJAJ AGUASCALIENTES	310, Calle Encino, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20020, México	21.9004087,-102.296676	21.9004087	-102.2966760	1
1898	993	BAJAJ JESUS MARIA	Privada Los Arquitos, La Cañada, Jesús María, Aguascalientes, 20920, México	21.9602293,-102.3490233,17	21.9602293	-102.3490233	1
1900	1002	TVS NOCHIXTLAN	Calle José María Morelos, Asunción Nochixtlán, Oaxaca, 69600, México	17.46132226703135, -97.2313165447976	17.4613223	-97.2313165	1
1903	581	MAXIKASH MOTOS SEMINUEVAS LOMAS PLAZA	Lomas Plaza, Calle Ferrocarril de Cuernavaca, Lomas de Chapultepec 3ª Sección, Polanco, Ciudad de México, Miguel Hidalgo, Ciudad de México, 11000, México	19.430630823081827, -99.20704847498948	19.4306308	-99.2070485	1
1904	581	MAXIKASH MOTOS CHAMIZAL	Asando En Casa, Avenida Paseo Bosque de la Reforma, Lomas de Chamizal, Ciudad de México, Cuajimalpa de Morelos, Ciudad de México, 05129, México	19.39059328395704, -99.25991019269935	19.3905933	-99.2599102	1
1905	581	MAXIKASH MOTOS SEMINUEVAS TLANEPANTLA	134, Avenida Río Lerma, Tlalnepantla, Tlalnepantla de Baz, Estado de México, 54000, México	19.544797977567555, -99.19320975819898	19.5447980	-99.1932098	1
1907	581	MAXIKASH MOTOS SEMINUEVAS LA JOYA	3679, Avenida Insurgentes Sur, Colonia De Caramaguey, Ciudad de México, Tlalpan, Ciudad de México, 14267, México	19.29464341366682, -99.18308684389878	19.2946434	-99.1830868	1
1909	569	BAJAJ LA SILLA	460, Calle Manuel Maria del Llano, Centro, Monterrey, Nuevo León, 64000, México	25.679127507887447, -100.3184363051668	25.6791275	-100.3184363	1
1912	550	DINAMO QUERETARO SENDERO	Avenida del Sol, Fraccionamiento Bosques del Sol, Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76114, México	20.61556979899498, -100.43995720420594	20.6155698	-100.4399572	1
1914	829	MEM MONK ELECTRIC MOBILITY	83, Calle Roldán, Centro, Ciudad de México, Cuauhtémoc, Ciudad de México, 06090, México	19.42619206105998, -99.12712860421468	19.4261921	-99.1271286	1
1915	655	CFMOTO ESMERALDA	OfficeMax, Avenida Doctor Jorge Jiménez Cantú, Bosque Esmeralda, Zona Esmeralda, Ciudad López Mateos, Atizapán de Zaragoza, Estado de México, 52930, México	19.553193913745076, -99.29142119038089	19.5531939	-99.2914212	1
1917	693	TVS COLIMA	Avenida Constitución, Guadalajarita, Colima, Municipio de Colima, Colima, 28000, México	19.252612, -103.719891	19.2526120	-103.7198910	1
1918	550	DINAMO TEPIC	Calle Eulogio Parra Oriente, San Antonio, Tepic, Nayarit, 63150, México	21.5022926,-104.8934742	21.5022926	-104.8934742	1
1919	550	DINAMO OAXACA	Andador Montaño, Oaxaca de Juárez, Oaxaca, 71224, México	17.063756071896833, -96.73165584704442	17.0637561	-96.7316558	1
1921	550	DINAMO CUAUTLA	Calle Primavera, Colonia Lázaro Cárdenas, Cuautla, Morelos, 62748, México	18.853581940136035, -98.9371709514439	18.8535819	-98.9371710	1
1922	549	138 VENTO PLAZA CORALES	Banco Santander, Calle Doctor Rafaél Cuervo X, Playa Linda, Veracruz, Municipio de Veracruz, Veracruz, 91810, México	19.21633200710316, -96.17418814578998	19.2163320	-96.1741881	1
1923	550	DINAMO ESCARCEGA	Calle 45-A, Flores Magón, Escárcega, Campeche, 24350, México	18.60985128678172, -90.73696457277377	18.6098513	-90.7369646	1
1925	550	DINAMO PACHUCA BLVD SANTA CATARINA	BLVD. STA. CATARINA 232, HACIENDA LA HERRADURA, 42082, PACHUCA DE SOTO, HGO.	NULL	20.0601000	-98.7909000	1
1926	550	DINAMO CELAYA	205, Boulevard Adolfo López Mateos, El Dorado, Celaya, Guanajuato, 38079, México	20.519952005259082, -100.81500074282687	20.5199520	-100.8150007	1
1927	550	DINAMO PACHUCA	Boulevard Luis Donaldo Colosio, Amp. Santa Julia 3ra sección, Pachuca, Pachuca de Soto, Hidalgo, 42084, México	20.10418618837149, -98.76696410051116	20.1041862	-98.7669641	1
1928	550	DINAMO PUERTO VALLARTA	Francisco Villa, Pitillal, Puerto Vallarta, Región Costa Norte, Jalisco, 48300, México	20.632145517417506, -105.22614061971997	20.6321455	-105.2261406	1
1930	550	DINAMO PUEBLA -14 SUR	Parque Lineal Universitario, Puebla de Zaragoza, Municipio de Puebla, Puebla, 72550, México	19.02331614012076, -98.19836261763633	19.0233161	-98.1983626	1
1931	550	DINAMO GUADALAJARA BANDERA	Avenida Constituyentes, Mexicaltzingo, Guadalajara, Región Centro, Jalisco, 44180, México	20.662779944788358, -103.35011001534338	20.6627799	-103.3501100	1
1932	550	DINAMO APIZACO	Avenida Miguel Hidalgo, Apizaco, Tlaxcala, 90300, México	19.416600, -98.138950	19.4166000	-98.1389500	1
1933	550	DINAMO COATZACOALCOS	Prolongación I. Zaragoza, Manuel Ávila Camacho, Coatzacoalcos, Veracruz, 96420, México	18.13864968359895, -94.43456897464812	18.1386497	-94.4345690	1
1934	550	DINAMO CHILPANCINGO	Avenida Vicente Guerrero, Chilpancingo de los Bravo, Guerrero, 39000, México	17.558214347273648, -99.50495637846093	17.5582143	-99.5049564	1
1935	550	DINAMO SALINA CRUZ	Sport Center Gym, Carretera Super Transístmica, Salina Cruz, Oaxaca, 70630, México	16.197977831603794, -95.20204487849482	16.1979778	-95.2020449	1
1936	550	DINAMO CAMPECHE	Calle Nueva del Seguro Social, San Francisco de Campeche, Municipio de Campeche, Campeche, 24000, México	19.83887224977524, -90.53860602698491	19.8388722	-90.5386060	1
1937	550	DINAMO AGUASCALIENTES	Avenida Licenciado Adolfo López Mateos Oriente, Barrio de la Purísima, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20060, México	21.879090451577166, -102.28349635463465	21.8790905	-102.2834964	1
1938	550	DINAMO MONCLOVA	Calle Hidalgo Norte, Zona Centro, Monclova, Coahuila, 25700, México	26.902428802502687, -101.41546660397029	26.9024288	-101.4154666	1
1941	550	DINAMO TAPACHULA	Calle Central Oriente, Tapachula, Chiapas, 30749, México	14.902250282814917, -92.25726156770027	14.9022503	-92.2572616	1
1943	550	DINAMO CORDOBA	Avenida 1, Venustiano Carranza, Córdoba, Veracruz, 94500, México	18.899787789701783, -96.94300541696059	18.8997878	-96.9430054	1
1945	550	DINAMO TONALA	Calle Miguel López Negrete, Tonalá, Chiapas, 30500, México	16.0930610698512, -93.75571495829588	16.0930611	-93.7557150	1
1947	550	DINAMO TUXTLA GUTIERREZ	Avenida 9a. Sur Poniente, Tuxtla Gutiérrez, Chiapas, 29066, México	16.74635988909221, -93.11968501043432	16.7463599	-93.1196850	1
1949	664	ELEKTRA MOTOS PAL	Carretera Catazajá - Tramo Carretero (Tuxtla Gtz. - Cd. Cuauhtémoc), Pakal-Ná, Palenque, Chiapas, 29960, México	17.53020941855791, -91.99181170185219	17.5302094	-91.9918117	1
1950	550	DINAMO CHALCO	ACCESORIA 1 DEL LOTE 1, MANZANA 25 ZONA 7 DEL, Av. Cuauhtémoc Pte. S/N, La Bomba, 56600 Chalco de Díaz Covarrubias, Méx.	(19.2699530, -98.8920406)	19.2699530	-98.8920406	1
1952	550	DINAMO PLAYA DEL CARMEN	Avenida 45 Norte, Centro, Playa del Carmen, Quintana Roo, 77712, México	20.627995091849588, -87.08159399814906	20.6279951	-87.0815940	1
1953	550	DINAMO COZUMEL	Av. 65 Sur 1340, Col. Maravilla, Cozumel, Quintana Roo, C.P. 77660	NULL	20.4899694	-86.9509972	1
1954	550	DINAMO CD DEL CARMEN	NULL	NULL	18.6417765	-91.8302062	1
1955	550	DINAMO MORELIA	Avenida Acueducto, Morelia, Michoacán, 58260, México	19.6980744,-101.1744308	19.6980744	-101.1744308	1
1958	729	BAJAJ PERIFERICO ZAPOPAN	Calle Paseo de los Duraznos Norte, Guadalupe Inn, Zapopan, Región Centro, Jalisco, 45053, México	20.66394728994903, -103.44786644120117	20.6639473	-103.4478664	1
1959	699	MD MOTOPLAZA	2050, Carretera Jiquilpan - Guadalajara, Miguel de la Madrid, Santa Ana Tepetitlán, Zapopan, Región Centro, Jalisco, 45253, México	20.61125213861939, -103.42963527554132	20.6112521	-103.4296353	1
1962	550	DINAMO TEHUACAN	Calle 5 Norte, Tehuacán, Puebla, 78720, México	18.4646235,-97.3893516	18.4646235	-97.3893516	1
1964	550	DINAMO MARTINEZ DE LA TORRE	Calle Francisco Villa, Heberto Castillo Martinez, Martínez de la Torre, Veracruz, 93603, México	20.0735571,-97.0714737	20.0735571	-97.0714737	1
1965	550	DINAMO INSURGENTES	228, Avenida Álvaro Obregón, Roma Norte, Roma, Ciudad de México, Cuauhtémoc, Ciudad de México, 06700, México	19.416952160362115, -99.16550361573688	19.4169522	-99.1655036	1
1966	550	DINAMO TUXPAN	Best Western Riviera Tuxpan, 17 A, Boulevard Jesús Reyes Heroles, Colonia Zapote Gordo, Tuxpan, Veracruz, 92800, México	20.9529347,-97.4071146	20.9529347	-97.4071146	1
1967	549	200 VENTO COMALAPA	Avenida Central Norte, Frontera Comalapa, Chiapas, 30140, México	15.66192929129185, -92.14003318954556	15.6619293	-92.1400332	1
1968	549	199 VENTO MAPASTEPEC	Calle Vigésima Poniente, Mapastepec, Chiapas, 30560, México	15.435658071895357, -92.89962110185449	15.4356581	-92.8996211	1
1969	549	192 VENTO MOTOZINTLA	Avenida Cuarta Norte, Motozintla de Mendoza, Motozintla, Chiapas, México	15.364209016788926, -92.2465763423273	15.3642090	-92.2465763	1
1970	549	190 VENTO HUIXTLA	Calle Central Norte, Huixtla, Chiapas, 30640, México	15.142806943693907, -92.46379201719989	15.1428069	-92.4637920	1
1971	549	184 VENTO ARRIAGA	Callejón Independencia, Arriaga, Chiapas, 30450, México	16.235418019728733, -93.89725727116364	16.2354180	-93.8972573	1
1972	549	183 VENTO PIJIJIAPAN	Avenida Segunda Norte Poniente, Pijijiapan, Chiapas, 30540, México	15.68826599158693, -93.20880818650907	15.6882660	-93.2088082	1
1973	549	178 VENTO COMITAN	13A Calle Poniente, Comitán, Comitán de Domínguez, Chiapas, 30068, México	16.23649061673535, -92.13459937301813	16.2364906	-92.1345994	1
1974	1076	CF MOTO UNIVERSIDAD	NULL	NULL	NULL	NULL	1
1975	1017	MOTOCARROS DE MEXICO ( 3R )	13 Avenida Sur, Fovi Banamex, Framboyanes, Tapachula, Chiapas, 30715, México	14.894486887023845, -92.26029409306466	14.8944869	-92.2602941	1
1976	943	MUEBLERIA ROSVILL SALTILLO	Benavides, 726, Avenida Presidente Cárdenas, Saltillo, Coahuila, 25000, México	25.42789109775542, -100.99013127301477	25.4278911	-100.9901313	1
1977	648	BAJAJ AZCAPOTZALCO CENTRO	Callejón Zaragoza, Barrio San Simón, San Simón Pochtlan, Ciudad de México, Azcapotzalco, Ciudad de México, 02169, México	19.482753043338, -99.1863355438586	19.4827530	-99.1863355	1
1978	549	VENTO SAN JUAN DE LOS LAGOS	Ciclovia Marcelino García Barragán, Colonia del Periodista, Guadalajara, San Pedro Tlaquepaque, Región Centro, Jalisco, 44767, México	20.64313, -103.31812	20.6431300	-103.3181200	1
1980	549	VENTO TEZOZOMOC	Av Tezozomoc 187, Alfredo Baranda, 56610 Valle de Chalco Solidaridad, Méx.	NULL	19.6968506	-98.9744557	1
1981	924	MOTO 360	Indian Motorcycle, Avenida 5 de Febrero, El Salitre, Delegación Epigmenio González, Municipio de Querétaro, Querétaro, 76127, México	20.6650286, -100.4325700	20.6650286	-100.4325700	1
1982	550	DINAMO SANTA MARIA	Calle Primo Feliciano Velázquez Rodríguez, Santa María del Río, San Luis Potosí, 79560, México	21.790089,-100.735395	21.7900890	-100.7353950	1
1983	550	DINAMO ABASTOS	Calle Haifa, Colonia José Gálvez, San Luis Potosí, Municipio de San Luis Potosí, San Luis Potosí, 78396, México	22.1366007,-100.9280662	22.1366007	-100.9280662	1
1985	1009	BAJAJ XONACATLAN	Calle Vicente Guerrero, San Antonio, Xonacatlán, Estado de México, 52060, México	19.407973,-99.521141	19.4079730	-99.5211410	1
1986	550	DINAMO SAN JUAN DEL RIO	Avenida Río Moctezuma, San Juan del Río, Querétaro, 76807, México	20.3876727, -99.9766501	20.3876727	-99.9766501	1
1987	691	CFMOTO SAHUAYO DUAL	BLVD LAZARO CARDENAS NTE	20.0474871.-102.7167278	20.0708677	-102.7162787	1
1988	550	DINAMO TAXQUEÑA	ANDADOR 1, Calz Taxqueña 2050, COL:, San Antonio Culhuacan, 09800 Ciudad de México, CDMX	NULL	19.3389000	-99.1128000	1
1992	550	DINAMO CD. OBREGON	GUERRERO NUMERO	27°29'37.5"N 109°56'03.2"W	27.4937602	-109.9340558	1
1993	550	DINAMO DURANGO	Av. 20 de Noviembre 302, Zona Centro, 34000 Durango, Dgo.	24°01'34.2"N 104°39'39.2"W	24.0480700	-104.5935700	1
1995	558	TVS MINATITLAN	AV JUSTO CIERRA 114, RUIZ CORTINES, 96790, MINATITLAN, VER.	NULL	17.9886766	-94.5587553	1
