fk_sucursal	distribuidor_id	sucursal	direccion_sucursal	coordenadas	latitud	longitud	activo
1596	549	VENTO CHICONCUAC	Farmacia Guadalajara, Calle 16 de Septiembre, San Diego, Emiliano Zapata, Chiconcuac, San Pablito Calmimilolco, Atenco, Estado de México, 56280, México	19.561470873836168, -98.91048973415498	19.5614709	-98.9104897	1
1597	549	VENTO MELCHOR OCAMPO	Calle Centenario Himno Nacional Norte, Melchor Ocampo, Estado de México, 54890, México	19.716078, -99.139448	19.7160780	-99.1394480	1
1598	979	ZMOTO MANLIO FABIO ALTAMIRANO	Calle Adolfo López Mateos, Manlio Fabio Altamirano, Veracruz, México	19.090078997254025, -96.33243234579267	19.0900790	-96.3324323	1
1600	723	CF LITE RIO NILO	Avenida Río Nilo, Tonalá, Región Centro, Jalisco, 45418, México	20.6325629,-103.2697764,17	20.6325629	-103.2697764	1
1601	775	LOONG MOTOR MORELIA	Calle La Corregidora, Morelia, Michoacán, 58010, México	19.7012562,-101.2009521	19.7012562	-101.2009521	1
1602	549	VENTO AYOTLA	Av. Cuauhtémoc 55, Ayotla, 56560 Ixtapaluca, Méx.	NULL	19.3132791	-98.9266499	1
1603	549	VENTO AMECAMECA	Manzana 001, Amecameca, 56900 Amecameca, State of Mexico	NULL	19.1265000	-98.7682000	1
1604	951	MOTORAMA SALTILLO	Boulevard Francisco Coss, Saltillo, Coahuila, 25265, México	25.431533118020514, -100.99259588465836	25.4315331	-100.9925959	1
1605	965	MOTOS EUROPEAS Y ACCESORIOS (3R)	Calzada Francisco I. Madero, Oaxaca de Juárez, Oaxaca, 68034, México	17.0726842442661, -96.73880015946092	17.0726842	-96.7388002	1
1607	989	SALTOR	Calle Venustiano Carranza, Ciudad Victoria, Victoria, Tamaulipas, 87030, México	23.730516336759298, -99.15788126183779	23.7305163	-99.1578813	1
1608	549	VENTO PAROTTI	Av. Constituyentes	20.116974-98.747012	20.1166508	-98.7469120	1
1610	905	JR MOTOS Y MAS	Calle Nueva, Colonia Peña Pobre, Ciudad de México, Tlalpan, Ciudad de México, 14060, México	19.29430744074099, -99.18050694447952	19.2943074	-99.1805069	1
1611	966	RT MOTORS 3R	Carretera Oaxaca–Puerto Ángel Km 8.5, Santa Cruz Xoxocotlán, Oaxaca, C.P. 71230	NULL	20.7635000	-103.4376500	1
1612	745	BAJAJ ZACAPU	Carretera Morelia - Jiquilpan, Los Corrales, Zacapu, Michoacán, México	19.7957282,-101.7754927	19.7957282	-101.7754927	1
1613	1044	MOTOCARROS KIA SUNL	CARRET INTERNACIONAL NTE EL VENADILLO 1213	23°16'13.8"N 106°24'38.4"W	NULL	NULL	1
1614	916	MOTOS HONDA HERMOSILLO	Avenida Veracruz	29°05'34.6"N 110°57'42.3"W	29.0929300	-110.9617500	1
1615	916	MOTOS HONDA OBREGON	Calle Colima	27°29'20.6"N 109°56'27.3"W	27.4890485	-109.9409710	1
1616	1021	KTM LOS ALTOS	Carretera Guadalajara–Lagos de Moreno Km 78, Tepatitlán de Morelos, Jalisco, C.P. 47600	NULL	NULL	NULL	1
1617	557	ACAY MOTOS 3R	Calle Melchor Ocampo, Acayucan, Veracruz, 96000, México	17.95022429096401, -94.9115081552717	17.9502243	-94.9115082	1
1618	685	CFLITE VALLEJO	Calzada Vallejo, Colonia San Andrés de Las Salinas, San Andrés de las Salinas, Ciudad de México, Azcapotzalco, Ciudad de México, 02320, México	19.491617605406287, -99.15304453230947	19.4916176	-99.1530445	1
1619	643	ITALIKA XOCHITEPEC-C	Calle Paseo del Río, Tezoyuca, Emiliano Zapata, Morelos, 62790, México	18.7975016,-99.2021843,17	18.7975016	-99.2021843	1
1620	583	TVS COACALCO	Pull&Bears, Carretera Vía José López Portillo, Coacalco de Berriozábal, Tultitlán, Estado de México, 54949, México	19.63220429168302, -99.12524861013685	19.6322043	-99.1252486	1
1621	549	142 VENTO IGUALA	Paseo de la Reforma, Avenida Vicente Guerrero, Iguala, Iguala de la Independencia, Guerrero, 40000, México	18.345348099163058, -99.53910096220629	18.3453481	-99.5391010	1
1622	549	110 ACAPULCO CENTRO	Av Cuauhtémoc 13, Zona Unidad 50, 39300 Acapulco de Juárez, Gro.	NULL	16.8503710	-99.9070696	1
1623	549	157 VENTO TAXCO	Avenida de los Plateros, Colonia las Martelas, Taxco, Taxco de Alarcón, Guerrero, 40280, México	18.54808, -99.60921	18.5480800	-99.6092100	1
1624	549	127 VENTO PIE DE LA CUESTA	Calzada Pie de la Cuesta, Acapulco, Acapulco de Juárez, Guerrero, 39300, México	16.88395108038944, -99.95273534649756	16.8839511	-99.9527353	1
1625	549	119 VENTO PATIO ACAPULCO	Plaza Patio Acapulco, 39906, Carretera Cayaco-Puerto Marqués, Acapulco, Acapulco de Juárez, Guerrero, 39814, México	16.83317626412415, -99.81149854232926	16.8331763	-99.8114985	1
1626	549	104 ACAPULCO CUAUHTEMOC	Avenida Cuauhtémoc, Parque Papagayo, Acapulco, Acapulco de Juárez, Guerrero, 39300, México	16.861181963380364, -99.89050402883537	16.8611820	-99.8905040	1
1627	549	VENTO HERRADURA	CARRETERA PACHUCA ACTOPAN	20.063002-98.788413	20.0601000	-98.7909000	1
1628	967	MOTOS Y REFACCIONES EL TORITO 3R	Av. Independencia 45, Centro, Huajuapan de León, Oaxaca, C.P. 69000	NULL	20.2924870	-102.5398400	1
1629	819	MOTOMANIA	Calle Huerto Poniente, Cuautitlán, Estado de México, 54807, México	19.664904553059312, -99.17774623415212	19.6649046	-99.1777462	1
1630	549	VENTO QUERETARO-P	Avenida del Parque	20.560938-100.372739	20.6169500	-100.3904100	1
1631	635	CFMOTO SAN LUIS POTOSI	Outlet Jeans, 1520, Avenida Venustiano Carranza, Colonia Capitán Caldera, San Luis Potosí, Municipio de San Luis Potosí, San Luis Potosí, 78200, México	22.1497985,-100.9981264,	22.1497985	-100.9981264	1
1632	549	VENTO VALLE DE SANTIAGO	Av. Arteaga	20.394787-101.180579	20.3941049	-101.1806148	1
1633	549	VENTO VALLE DE BRAVO	Dipao, 100, Avenida Joaquín Arcadio Pagaza, Sta MaríaAhuacatlán, Valle de Bravo, Estado de México, 51200, México	19.193448,-100.130868	19.1934480	-100.1308680	1
1636	980	ZMOTO ANGEL R CABADA	Carretera Costera del Golfo, La Esperanza, Ángel R. Cabada, Angel R. Cabada, Veracruz, México	18.596956123948708, -95.44621280415498	18.5969561	-95.4462128	1
1637	549	VENTO SALAMANCA	103, Avenida Ezequiel Ordóñez, San Gonzalo, Salamanca, Guanajuato, 36740, México	20.578338, -101.199495	20.5783380	-101.1994950	1
1638	725	BAJAJ TEPIC CENTRO	Calle José María Morelos Oriente, Centro Histórico, Tepic, Nayarit, 63000, México	21.508076851748317, -104.890204533187	21.5080769	-104.8902045	1
1639	549	103 CUERNAVACA SUR	Calle Paseo Cancún, Fraccionamiento Quintana Roo, Cuernavaca, Morelos, 62070, México	18.901542787795353, -99.23123969053105	18.9015428	-99.2312397	1
1640	549	VENTO JILOTEPEC	AVE VICENTE GUERRERO PTE	19,953272,-99,535550	19.9477855	-99.5354004	1
1641	549	98 VENTO CHAPALA	Av. Francisco I. Madero 454, San Miguel, 45900 Chapala, Jal.	NULL	20.2929000	-103.1930000	1
1642	549	VENTO IXTLAHUACA	Calle Santos Mercado Valdez, Ixtlahuaca de Rayón, Ixtlahuaca, Estado de México, 50740, México	19.568096030971397, -99.76463425784486	19.5680960	-99.7646343	1
1643	554	QJMOTOR CORDOBA	Calle 27, Barrio de San Miguel, Huilango, Córdoba, Veracruz, 94500, México	18.884257978463815, -96.9274552	18.8842580	-96.9274552	1
1644	549	VENTO CORTAZAR	CALLE IGNACIO ALLENDE	20.484373-100.962521	20.4842000	-100.9636000	1
1645	549	149 VENTO APASEO EL ALTO	Av. Independencia	20.449222-100.614700	20.4491301	-100.6146609	1
1646	549	VENTO ACAMBARO	Avenida Cuauhtémoc, Valle de Chalco Solidaridad, Estado de México, 56615, México	19.2985389,-98.9489614	19.2985389	-98.9489614	1
1647	716	HONDA COMOTO LEON	Boulevard Mariano Escobedo, El Tlacuache, León, Guanajuato, 37500, México	21.106735579852316, -101.65829860436297	21.1067356	-101.6582986	1
1649	552	MOTOCARROS BAJAJ TEXISTEPEC 3R	Avenida Morelos, Texistepec, Veracruz, México	17.897187954458712, -94.81831386737967	17.8971880	-94.8183139	1
1650	549	VENTO SAN MIGUEL DE ALLENDE	Salida a Celaya	20.897451-100.754425	20.9037300	-100.7437700	1
1651	549	VENTO APASEO EL GRANDE	Guadalupe Victoria	24.546102-100.688611	20.5451000	-100.6907900	1
1652	691	CFLITE AMERICAS	Avenida de las Américas, Hacendarios, Guadalajara, Región Centro, Jalisco, 44620, México	20.694679329610896, -103.37351880437475	20.6946793	-103.3735188	1
1653	691	CFLITE TESISTAN	Av. Juan Gil Preciado 4053, 45138 Zapopan, Jal.	NULL	20.7568700	-103.4294700	1
1654	691	CFLITE COLIMA	Av. Constitución	NULL	19.2513363	-103.7207117	1
1655	549	132 VENTO PARAISO	Carretera Malpaso - El Bellote, Moctezuma Segunda Sección, Paraíso, Tabasco, 86605, México	18.392551469481116, -93.21656813114903	18.3925515	-93.2165681	1
1656	769	VENTO APATZINGAN	Calle Cayetano Andrade Poniente, Apatzingán, Michoacán, 60600, México	19.0837411,-102.3553688	19.0837411	-102.3553688	1
1657	672	VENTO MOTORCYCLES U.S.A.	Calle Segunda Ote. 5, Fraylescano, 30475 Villaflores, Chis.	NULL	16.2360494	-93.2662941	1
1658	942	VERAS MMR	NULL	NULL	NULL	NULL	1
1659	549	139 VENTO TAMULTE	Calle Doctor Gustavo A. Rovirosa, Tamulte de las Barrancas, Villahermosa, Centro, Tabasco, 86180, México	17.97519117986551, -92.9536860430963	17.9751912	-92.9536860	1
1660	877	VENTO BAJIO	Calle Recta a Cholula, Puebla de Zaragoza, Municipio de Puebla, Puebla, 72180, México	19.05912481849172, -98.23330561768412	19.0591248	-98.2333056	1
1661	549	135 VENTO FRONTERA	Calle Grijalva, Frontera, Centla, Tabasco, 86750, México	18.52631576445024, -92.64934621892782	18.5263158	-92.6493462	1
1662	549	VENTO PENJAMO	Aldama	20.427108-101.723040	20.4273435	-101.7229606	1
1663	549	VENTO SAN JUAN DEL RIO	Paseo Central	20.390399-99.983976	20.3763000	-99.9575000	1
1664	549	VENTO MOTORCYCLES U.S.A NARANJOS	Auditorio Municipal Naranjos, Calle Primero de Mayo, Naranjos, Terrenos del Lote "Amatlán", Naranjos Amatlán, Veracruz, 92420, México	21.35034480884145, -97.6864093475949	21.3503448	-97.6864093	1
1665	549	VENTO TANTOYUCA	Calle Miguel Hidalgo y Costilla, Tantoyuca, Veracruz, 92101, México	21.3513827373032, -98.22708081875888	21.3513827	-98.2270808	1
1666	935	TVS SALTILLO	Calle Ignacio Zaragoza, Saltillo, Coahuila, 25265, México	25.43072798225739, -100.99535622044674	25.4307280	-100.9953562	1
1667	673	CFLITE XHALA	Avenida Huehuetoca, Cuautitlán Izcalli, Estado de México, 54800, México	19.683796497928782, -99.18561115779511	19.6837965	-99.1856112	1
1668	782	TVS SUR 3R	9ª Sur Oriente 1850, Col. Bienestar Social, Tuxtla Gutiérrez, Chiapas, C.P. 29077	NULL	16.7545900	-93.1215100	1
1669	859	HISUN MONTERREY	4344, Lateral Avenida Lázaro Cárdenas, Las Torres, Monterrey, Nuevo León, 64930, México	25.61699104778966, -100.27934572883476	25.6169910	-100.2793457	1
1670	909	GOES SHOWROOM ALTABRISA	Plaza Altabrisa, Calle 7 No. 451, Col. Altabrisa, Mérida, Yucatán, C.P. 97130	NULL	21.0213119	-89.5819380	1
1671	549	146 VENTO CHIAUTEMPAN	AV IGNACIO PIZACO NTE. 20 SAN ONOFRE, CENTRO, 90800, SANTA ANA CHIAUTEMPAN, TLAX.	NULL	19.3199885	-98.1931957	1
1672	549	141 VENTO TEPEXPAN	Calle Paseo Real Del Valle, San Miguel Totolcingo, Acolman, Atenco, Estado de México, 56020, México	19.606311751500286, -98.97320919367179	19.6063118	-98.9732092	1
1673	549	VENTO TEHUACAN	Enrique S. Mont	NULL	18.4691630	-97.3923558	1
1674	739	TVS DORADA	Priv. Diaz Ordaz	NULL	19.0228679	-98.2000122	1
1675	687	CFLITE BICENTENARIO	Avenida Aquiles Serdán, Ángel Zimbrón, San Salvador Nextengo, Ciudad de México, Azcapotzalco, Ciudad de México, 02099, México	19.466108388687754, -99.18983543313696	19.4661084	-99.1898354	1
1676	700	TVS IZTAPALAPA	Evobike, Calzada Ermita Iztapalapa, Colonia Santa Isabel Industrial, Ciudad de México, Iztapalapa, Ciudad de México, 09820, México	19.35623957657212, -99.1031130153414	19.3562396	-99.1031130	1
1679	846	TRECK MOTORS CONTRERAS	Avenida Lázaro Cárdenas, Purépero de Echáiz, Purépero, Michoacán, México	19.9135542,-102.0033118	19.9135542	-102.0033118	1
1680	889	TVS CAMPECHE-CS	Callejón El Brazo Fuerte, San Francisco de Campeche, Municipio de Campeche, Campeche, 24070, México	19.83890762205565, -90.51050822890944	19.8389076	-90.5105082	1
1681	646	BAJAJ EMILIANO ZAPATA	Fraccionamiento Ojo de Agua, Emiliano Zapata, Morelos, 62766, México	18.8408612,-99.2044066,17z	18.8408612	-99.2044066	1
1682	968	EL 01 MOTOCARROS TVS 3R	Carretera Internacional 190 Km 245, San Francisco Telixtlahuaca, Oaxaca, C.P. 68213	NULL	16.2388879	-93.2625067	1
1683	691	CFLITE MANZANILLO	Boulevard Licenciado Miguel de la Madrid Hurtado, Fovissste, Manzanillo, Colima, 28200, México	19.094848098471505, -104.31831300441874	19.0948481	-104.3183130	1
1684	543	RIDERMEX GUSTAVO BAZ	NULL	NULL	NULL	NULL	1
1685	899	MOTOFUSION OBREGON	Calle Coahuila, Ciudad Obregón, Cajeme, Sonora, 85160, México	27.4736166,-109.939934	27.4736166	-109.9399340	1
1686	653	TVS LAS ARMAS	Boulevard Manuel Ávila Camacho, Ciudad Satélite, Naucalpan Centro, Satelite, Naucalpan de Juárez, Estado de México, 53100, México	19.500936329101783, -99.23643140532124	19.5009363	-99.2364314	1
1687	1045	OMO MAZATLAN	Avenida Rafael Buelna Tenorio, Hacienda de las Cruces, Zona Dorada, Mazatlán, Sinaloa, 82000, México	23.2454999,-106.4384663	23.2454999	-106.4384663	1
1688	868	BIKER SPORT ZACATELCO	Carretera Pueblaâ€“Tlaxcala	NULL	19.2031144	-98.2396386	1
1689	720	BAJAJ VALLARTA	AV VALLARTA 1941 COLONIA AMERICANA CP 44160	NULL	20.6451100	-105.2199800	1
1691	711	CFMOTO LOPEZ MATEO	Ciclovía Av. México, Rojas Ladrón de Guevara, Guadalajara, Región Centro, Jalisco, 44158, México	20.6796615,-103.3847924,3a,75	20.6796615	-103.3847924	1
1693	711	VMOTORS VALLARTA	Casa Bariachi, Avenida Ignacio L. Vallarta, Ladrón de Guevara, Arcos Vallarta, Guadalajara, Región Centro, Jalisco, 44130, México	20.6741848,-103.3783393,17	20.6741848	-103.3783393	1
1694	724	QJ MOTORS GUADALAJARA	TAF, Italia Providencia, 44648 Guadalajara, Jal.	@20.6940843,-103.3760801,17	NULL	NULL	1
1697	568	Valdez Baluarte sucursal 69	Suburbia, 2300, Calzada Adolfo López Mateos, Los Mochis, Ahome, Sinaloa, 81210, México	25.8187548,-108.9779688	25.8187548	-108.9779688	1
1698	568	VALDEZ BALUARTE SUCURSAL 44	Calle General I. Pesqueira	NULL	27.0850266	-109.4454355	1
1699	568	VALDEZ BALUARTE SUCURSAL 73	Hidalgo	NULL	NULL	NULL	1
1703	725	BAJAJ UPO SUCURSAL ZAPOPAN	Avenida Manuel Ávila Camacho	20°43'14"N 103°23'10"W	22.3000000	-97.8816000	1
1704	556	CKLASS ZAMORA	Colón Oriente 13, Centro, Zamora, Michoacán, C.P. 59600	NULL	19.9869119	-102.2858984	1
1705	556	CKLASS PUEBLA	NULL	NULL	19.0489552	-98.2055729	1
1706	549	VENTO MARAVILLAS	Av. Chimalhuacán 91-MZ 019, Maravillas, 57410 Cdad. Nezahualcóyotl, Méx.	NULL	19.4212000	-99.0530000	1
1707	574	TVS JUCHITAN	Carretera Panamericana, Colonia Felipe Pescador, Juchitán, Juchitán de Zaragoza, Oaxaca, 70050, México	16.446804940716795, -95.02378177840963	16.4468049	-95.0237818	1
1708	549	VENTO AGUASCALIENTES SUR	Calle Pitágoras, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20269, México	21.8666892,-102.2847942	21.8666892	-102.2847942	1
1709	689	LUMI MOTOS MOTOCARROS	Calle Esteban García, Tecomán, Colima, 28110, México	18.923899569081296, -103.87754641812553	18.9238996	-103.8775464	1
1710	886	AGROTEC DE OCCIDENTE	Carretera Guadalajara–Nogales Km 32, Tala, Jalisco, C.P. 45300	NULL	NULL	NULL	1
1711	689	LUMI MOTOS TAPEIXTLES	Avenida Niños Héroes, Tapeixtles, Banrural, Manzanillo, Colima, 28200, México	19.069675,-104.2880231,17	19.0696750	-104.2880231	1
1713	622	BAJAJ XOCHIMILCO-C	Calle José María Morelos, Colonia El Rosario, Ciudad de México, Xochimilco, Ciudad de México, 16070, México	19.2586184225421, -99.1054810611511	19.2586184	-99.1054811	1
1714	701	LA RIVERA DE VERACRUZ (CHIMALHUACAN)	Avenida de las Torres, Chimalhuacán, Estado de México, 56353, México	19.42544824503084, -98.98063059294223	19.4254482	-98.9806306	1
1715	701	LA RIVERA DE VERACRUZ (IXTAPALUCA)	Calle Tule, Ixtapaluca, Estado de México, 56577, México	19.30991419084861, -98.91323628514975	19.3099142	-98.9132363	1
1716	701	LA RIVERA DE VERACRUZ (SAN VICENTE)	Avenida Hidalgo, Barrio San Juan, Presidentes, Chicoloapan, Atenco, Estado de México, 56386, México	19.41720064248156, -98.90499908998216	19.4172006	-98.9049991	1
1717	701	LA RIVERA DE VERACRUZ (VALLE DE CHALCO SOLIDARIDAD)	Calle Norte 17, Valle de Chalco Solidaridad, Estado de México, 56617, México	19.29577540766702, -98.93971098493245	19.2957754	-98.9397110	1
1718	749	MOTOPLEX OAXACA	Hostal San Pueblo, 119, Avenida Miguel Hidalgo, Oaxaca de Juárez, Oaxaca, 68000, México	17.06241062941127, -96.73075290596543	17.0624106	-96.7307529	1
1719	890	BAJAJ ESTRELLA	Av. Estrella	NULL	20.6966446	-101.3587340	1
1720	801	MOTOS & MOTOS XICOTEPEC	Calle La Rivera, Xicotepec, Puebla, 73080, México	20.2649523,-97.9662166	20.2649523	-97.9662166	1
1721	890	CFMOTO LEON SUR	Juan José Torres Landa, Los Aguacates, León, Guanajuato, 37460, México	21.100750007675707, -101.67394250508116	21.1007500	-101.6739425	1
1722	890	CFMOTO SAN PANCHO	Juan José Torres Landa, Los Aguacates, León, Guanajuato, 37460, México	21.100750007675707, -101.67394250508116	21.1007500	-101.6739425	1
1723	890	QJMOTOR IRAPUATO	Boulevard Mariano J. García, Cibeles, Irapuato, Guanajuato, 36643, México	20.678143685278886, -101.37761686294863	20.6781437	-101.3776169	1
1724	890	BAJAJ TORRES LANDA	113, Calle San Marcial, La Floresta, León, Guanajuato, 37470, México	21.100630951006533, -101.67493898973916	21.1006310	-101.6749390	1
1725	933	ROYAL ENFIELD QUERETARO	NULL	NULL	20.6145300	-100.3878700	1
1726	933	ROYAL ENFIELD SAN LUIS	Av. Salvador Nava Martínez 3125, Col. Colinas del Parque, San Luis Potosí, San Luis Potosí, C.P. 78294	NULL	22.1497257	-100.9965951	1
1727	822	CFMOTO CHALCO	Carr Federal México-Cuautla	(19.2681281, -98.8822582)	19.2681281	-98.8822582	1
1728	1016	BAJAJ DEL SURESTE (3R)	Avenida 5a Norte Poniente, Paraíso Ojo de Agua, Tuxtla Gutiérrez, Chiapas, 29030, México	16.75962242962548, -93.12246899182284	16.7596224	-93.1224690	1
1729	1022	MOTOMANIA SAN JUAN	NULL	NULL	21.2527600	-102.3281600	1
1731	910	CFMOTO PENINSULA	Península Garage, Calle 11, Santa Gertrudis Copó, Mérida, Yucatán, 97113, México	21.03719089665878, -89.5941071618985	21.0371909	-89.5941072	1
1732	858	EL PAJE MOTOS	Carretera México–Tuxpan Km 92, Tulancingo de Bravo, Hidalgo, C.P. 43600	NULL	18.4665024	-97.4138403	1
1734	918	TVS TULUM	NULL	NULL	NULL	NULL	1
1737	549	VENTO TLAQUEPAQUE	Ciclovia Marcelino García Barragán, Colonia del Periodista, Guadalajara, San Pedro Tlaquepaque, Región Centro, Jalisco, 44767, México	20.64313, -103.31812	20.6431300	-103.3181200	1
1739	549	VENTO CALL CENTER	Calle de Joselillo, Parque de Chapultepec, Lázaro Cárdenas, Naucalpan de Juárez, Estado de México, 53390, México	19.454451400374627, -99.22157504232857	19.4544514	-99.2215750	1
1740	549	VENTO ATLIXCO	Farmacias Similares, Boulevard Niños Héroes, Atlixco, Puebla, 74200, México	18.8966006,-98.4320346	18.8966006	-98.4320346	1
1741	940	ROMERO MOTOS	Ponciano Arriaga 543, 78690 Ville de Ramos, S.L.P.	22.82929° N, 101.91019° O	21.8503310	-102.6993005	1
1742	698	BAJAJ SALAGUA-1	Avenida Elías Zamora Verduzco, Salagua, Manzanillo, Colima, 28200, México	19.1163817378166, -104.32917620723045	19.1163817	-104.3291762	1
1744	796	TVS PACHUCA	BLVD SANTA CATARINA 144 HACIENDA LA HERRADURA 42082 PACHIUCA HGO	20.071870-98.791242	NULL	NULL	1
1745	556	CKLASS FEDERALISMO	3750, Calzada del Federalismo Norte, Lomas del Batán, Zapopan, Región Centro, Jalisco, 45190, México	20.728728621058508, -103.353063902374	20.7287286	-103.3530639	1
1747	623	BAJAJ TULTITLAN-JO	NULL	NULL	NULL	NULL	1
1749	623	BAJAJ IMPULSORA	NULL	NULL	NULL	NULL	1
1750	549	VENTO CHOLULA	Calle 12 Oriente, Cholula, San Pedro Cholula, Puebla, 72770, México	19.0643219,-98.29939959	19.0643219	-98.2993996	1
1752	759	TVS APATZINGAN	Lic. Cornelio Ortiz de Zárate Sur 158, Centro, 60600 Apatzingán de la Constitución, Mich.	19,0834479,-102.3547639	19.0000000	83.0000000	1
1756	556	CKLASS TIJUANA	Boulevard Gustavo Díaz Ordaz, Quinta Alta, Del. La Mesa, Delegación La Mesa, Tijuana, Municipio de Tijuana, Baja California, 22120, México	32.50343, -116.97380	32.5034300	-116.9738000	1
1758	556	CKLASS MORELIA	Calle Tzintzuntzan, Morelia, Michoacán, 58240, México	19.696681199200164, -101.16574851974597	19.6966812	-101.1657485	1
1761	556	CKLASS MONTERREY	Oxxo, Avenida Cuauhtémoc, Sarabia, Monterrey, Nuevo León, 64490, México	25.68861, -100.31632	25.6886100	-100.3163200	1
1762	556	CKLASS IZTAPALAPA	Farmacias del Ahorro, Calzada Ermita Iztapalapa, Colonia 8a. Ampliación San Miguel, Ciudad de México, Iztapalapa, Ciudad de México, 09837, México	19.35324, -99.07841	19.3532400	-99.0784100	1
1764	556	CKLASS TORREON	Avenida Álvarez, Torreón, Coahuila, 27140, México	25.55287, -103.44019	25.5528700	-103.4401900	1
1765	556	CKLASS JUAREZ	Avenida de las Torres, Ciudad Juárez, Juárez, Chihuahua, 32573, México	31.650220910898692, -106.38842248546482	31.6502209	-106.3884225	1
1768	556	CKLASS LA PIEDAD	Av. Hidalgo 59, Centro, La Piedad, Michoacán, C.P. 59300	NULL	20.3377918	-102.0238018	1
1773	629	CF MOTO VALLE DE BRAVO	Avenida del Vergel, Avandaro, Valle de Bravo, Estado de México, 51200, México	19.162507399179542, -100.12070470406888	19.1625074	-100.1207047	1
1775	776	MOTO PARTES LUCIO	96A, Boulevard José María Morelos, Loma Linda, Uriangato, Guanajuato, 38817, México	20.1342422,-101.1792681	20.1342422	-101.1792681	1
1776	934	BAJAJ SAN JUAN DEL RIO-D	AVE LIC BENITO JUAREZ PTE 108, CENTRO 76800 SAN JUAN DEL RIO QUERETARO	NULL	20.3855200	-99.9923600	1
1781	605	INSURGENTES	281, Calle Puebla, Roma Norte, Roma, Ciudad de México, Cuauhtémoc, Ciudad de México, 06700, México	19.421304930729193, -99.16912801696996	19.4213049	-99.1691280	1
1783	549	VENTO TEMIXCO	Avenida Adolfo López Mateos, Colonia Río Apatlaco, Temixco, Morelos, 62590, México	18.84355991964002, -99.22429957204957	18.8435599	-99.2242996	1
1784	573	ZMOTO MARTINEZ DE LA TORRE	Carretera Federal Martínez de la Torre - Nautla, Ejidal, Martínez de la Torre, Veracruz, 93600, México	20.073752655619845, -97.04228262632911	20.0737527	-97.0422826	1
1785	726	TVS TONALA	Avenida Malecón, Tonalá, Región Centro, Jalisco, 45403, México	20.6384041,-103.27808,17	20.6384041	-103.2780800	1
1786	845	HONDA PUREPERO	Avenida Lázaro Cárdenas, Purépero de Echáiz, Purépero, Michoacán, México	19.9126164,-102.0010668	19.9126164	-102.0010668	1
1788	1034	BAJAJ COPAINALA 3R	NULL	NULL	16.7257517	-92.6611912	1
1789	650	TVS SATELITE	Boulevard Manuel Ávila Camacho, Ciudad Satélite, Naucalpan Centro, Satelite, Naucalpan de Juárez, Estado de México, 53100, México	19.502359147895778, -99.23707118813242	19.5023591	-99.2370712	1
1790	549	VENTO PUEBLA TECAMACHALCO	Avenida 9 Oriente, La Villita, Tecamachalco, Puebla, 75480, México	18.8795534,-97.7270436	18.8795534	-97.7270436	1
1800	666	MOTOCARROS DE MORELOS	Carretera Cuernavaca - Cuautlixco, Yautepec, Morelos, 62732, México	18.87144917537623, -99.07385574664595	18.8714492	-99.0738557	1
1801	549	179 VENTO EZEQUIEL MONTES	HEROICO COLEGIO MILITAR 183, CENTRO LOS ANGELES 76650 EZEQUIEL MONTES QRO	NULL	20.6622814	-99.8998596	1
1802	549	140 VENTO CD SAHAGUN	Chedraui, Avenida Fernando de Alva Ixtlilxóchitl, Ciudad Sahagún, Tepeapulco, Hidalgo, 43990, México	19.776867506900846, -98.58117919677447	19.7768675	-98.5811792	1
1803	549	180 VENTO CARRILLO PUERTO	Calle San Diego, Las Teresas, Delegación Felipe Carrillo Puerto, Santiago de Querétaro, Municipio de Querétaro, Querétaro, 76134, México	20.603212218283662, -100.42704318860679	20.6032122	-100.4270432	1
1804	549	170 VENTO TEMOAYA	Calle Toluca-Temoaya, La Magdalena Tenexpan, Santiago Temoaya, Temoaya, Estado de México, 50850, México	19.462896681432238, -99.59532354647673	19.4628967	-99.5953235	1
1805	664	ITALIKA VILLAHERMOSA	Avenida Universidad, Fraccionamiento Valle Marino, Villahermosa, Centro, Tabasco, 86029, México	18.014508710102533, -92.91697736256677	18.0145087	-92.9169774	1
1806	549	175 VENTO COATEPEC HARINAS	Calle María Luisa Ulloa, Cochisquila, Coatepec Harinas, Estado de México, 51700, México	18.92160336223659, -99.76811051950345	18.9216034	-99.7681105	1
1807	549	182 VENTO ACAMBAY	Carretera Federal Número 55 Atlacomulco - San Juan Del Río, Acambay, Acambay de Ruíz Castañeda, Estado de México, 50360, México	19.949748726915722, -99.84503533482022	19.9497487	-99.8450353	1
1808	568	VALDEZ BALUARTE SUCURSAL 52 HUATABAMPO	Av Ignacio Zaragoza 106, Colonia Centro, 85900 Huatabampo, Son.	26°49'32.1"N 109°38'43.6"W	26.8268093	-109.6477839	1
1809	568	VALDEZ BALUARTE SUCURSAL 55 VILLA JUAREZ	Plan de Guadalupe 76, Centro, 85290 Villa Juárez, Son.	27°07'45.1"N 109°50'38.8"W	27.1270854	-109.8445592	1
1810	568	VALDEZ BALUARTE SUCURSAL 59 BACOBAMPO	Lázaro Cárdenas del Río, Bacobampo, Etchojoa, Sonora, 85281, México	26.9867192,-109.6533454	26.9867192	-109.6533454	1
